HQID,MLBAMID,Player,Age,Bats,Team,Lg,Pos,LY5,LY10,LY15,LY20,LIMA,"MM Code",MM,ADP,"Min ADP","Max ADP",DL,12$,15$,PA,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,BB%,ct%,Eye,h%,PX,SPD,RSpd,G%,L%,F%,xBA,BA,RC/G,RAR,BPX
7930,690993,"Keith, Colt",23,L,DET,AL,1B,40,40,4,4,B+,"2235 AAB",60,240.43,115,330,,6,6,510,472,54,124,20,3,12,62,37,109,6,1,.263,.316,.403,0.719,7%,0.77,0.34,32%,82,94,79,44%,22%,33%,.245,35%,4.3,-0.3,64
6278,672284,"Kelenic, Jarred",25,L,ATL,NL,OF,o78,o78,o78,o78,C+,"3213 BAC",27,454.85,311,599,54,-1,-1,408,373,44,90,18,1,13,43,34,122,8,2,.243,.305,.410,0.715,8%,0.67,0.28,32%,113,73,64,38%,22%,40%,.226,25%,4.1,0.9,
5378,608348,"Kelly, Carson",30,R,CHI,NL,C,20,2,2,2,D+,"1203 FCB",18,485.85,296,712,113,-8,-8,306,280,31,68,11,0,6,32,25,64,0,,.244,.305,.364,0.669,8%,0.77,0.39,30%,68,78,78,43%,16%,41%,.209,30%,3.6,-0.2,14
7044,671083,"Kennedy, Buddy",26,R,PHI,NL,2B,4,4,4,4,F,"0100 AFF",0,,,,,-18,-18,34,30,3,6,1,0,0,2,3,8,0,0,.222,.273,.355,0.627,9%,0.74,0.38,27%,31,98,59,44%,20%,36%,.193,25%,2.0,-1.8,
4955,596146,"Kepler, Max",32,L,PHI,NL,LF,9o,9o,9o,9o,B,"2235 DAD",60,397.40,257,604,94,6,6,544,502,70,125,26,2,16,63,41,107,2,1,.250,.306,.412,0.718,7%,0.79,0.38,29%,96,91,63,38%,20%,41%,.245,35%,4.2,2.2,128
7337,666197,"Kessinger, Grae",27,R,ARI,NL,SS,54,6,6,6,F,"0203 AFF",15,,,,27,-15,-15,272,253,27,53,9,0,2,14,18,81,3,1,.210,.262,.289,0.551,6%,0.68,0.22,30%,49,93,68,44%,20%,36%,.192,25%,2.3,-15.2,
6596,673490,"Kim, Ha-Seong",29,R,TB,AL,SS,6,6,6,6,B,"1325 BAB",55,336.93,185,462,27,6,6,476,425,59,106,19,1,9,45,51,83,22,5,.251,.329,.370,0.699,10%,0.80,0.60,29%,71,95,98,40%,19%,41%,.235,50%,4.2,-0.5,107
8162,808975,"Kim, Hyeseong",26,L,LA,NL,2B,4,4,4,4,F,"0323 AFF",24,395.46,192,749,,6,6,442,409,59,109,15,2,3,44,32,64,19,6,.268,.320,.345,0.665,7%,0.84,0.50,31%,44,96,90,44%,20%,36%,.236,40%,3.8,-1.8,60
5853,643396,"Kiner-Falefa, Isiah",29,R,PIT,NL,SS,456,456,456,456,B,"1435 BAA",65,374.22,225,498,34,4,4,510,485,57,125,19,3,6,43,24,86,14,4,.259,.293,.353,0.646,4%,0.82,0.28,30%,55,118,108,51%,21%,28%,.254,40%,3.5,-10.1,71
5732,664068,"Kingery, Scott",30,R,LAA,AL,2B,4,4,4,4,F,"1300 AFF",0,492.57,314,748,,-17,-17,68,65,6,12,1,0,2,5,2,26,1,0,.197,.209,.341,0.550,2%,0.59,0.08,27%,78,94,87,44%,20%,36%,.183,20%,2.0,-4.0,
6407,672386,"Kirk, Alejandro",26,R,TOR,AL,C,2,2,2,2,C,"1033 BAB",21,264.37,142,393,11,-2,-2,442,398,34,102,19,0,9,57,43,55,,,.256,.329,.383,0.712,9%,0.86,0.78,28%,69,63,,47%,21%,33%,.256,55%,4.2,7.1,142
7334,677008,"Kjerstad, Heston",26,L,BAL,AL,RF,o079,o07,o,9,C,"3223 BCB",30,341.68,235,448,56,-6,-6,272,251,29,62,8,1,11,29,20,77,2,0,.248,.303,.429,0.732,7%,0.69,0.26,31%,110,93,78,45%,20%,35%,.235,25%,4.3,2.8,39
7127,668952,"Kreidler, Ryan",27,R,DET,AL,SS,65,6,6,6,F,"0401 AFF",5,,,,,-20,-20,102,93,6,13,1,0,1,4,8,38,2,,.147,.208,.229,0.437,7%,0.58,0.21,22%,34,95,106,44%,20%,36%,.156,25%,1.2,-9.5,
6898,680757,"Kwan, Steven",27,L,CLE,AL,LF,7o0,7o,7o,7o,B+,"1345 AAB",65,137.24,65,238,64,17,17,646,582,93,163,23,4,10,53,63,65,16,4,.280,.350,.392,0.742,9%,0.89,0.97,30%,59,113,99,40%,24%,36%,.268,55%,4.8,13.2,207
4704,571875,"Lamb, Jake",34,L,SF,NL,1B,3,3,3,3,F,"0000 AFF",0,,,,,-19,-19,34,31,2,6,1,0,0,3,2,9,,0,.195,.242,.278,0.520,6%,0.71,0.22,27%,31,81,,44%,20%,36%,.183,30%,1.7,-2.6,
6413,669127,"Langeliers, Shea",27,R,ATH,AL,C,2,2,2,2,B,"4125 AAB",60,114.22,53,172,,6,6,510,471,56,108,19,1,28,73,38,142,2,1,.231,.287,.460,0.747,7%,0.70,0.27,27%,143,72,45,37%,18%,45%,.242,35%,4.3,9.9,114
7843,694671,"Langford, Wyatt",23,R,TEX,AL,LF,o708,o708,o70,o70,B,"3435 ABF",75,44.47,19,151,23,16,16,578,520,78,131,27,3,18,73,57,122,22,2,.252,.326,.425,0.751,9%,0.76,0.47,30%,105,98,103,41%,19%,41%,.250,45%,4.8,12.3,146
6681,663616,"Larnach, Trevor",28,L,MIN,AL,RF,o709,o70,o70,o70,C+,"3225 DBB",60,351.66,247,469,139,10,10,544,485,76,121,23,1,20,71,58,147,3,1,.251,.330,.431,0.761,10%,0.70,0.39,32%,119,80,63,41%,19%,40%,.234,25%,4.8,11.5,78
5947,657656,"Laureano, Ramon",30,R,BAL,AL,LF,o978,o978,o97,o97,D+,"2311 DBB",7,496.56,371,723,100,-9,-9,238,223,27,53,11,1,6,23,14,68,6,2,.238,.283,.393,0.676,5%,0.69,0.21,32%,99,105,94,41%,22%,37%,.228,30%,3.5,-3.3,3
7835,691783,"Lawlar, Jordan",22,R,ARI,NL,SS,6,6,6,6,D,"1511 FFC",8,368.69,219,504,,-12,-12,170,158,20,36,5,1,3,14,11,39,8,2,.232,.278,.355,0.633,6%,0.75,0.28,28%,64,117,125,47%,19%,33%,.225,35%,3.1,-5.5,7
3818,518934,"LeMahieu, DJ",36,R,NYY,AL,2B,35,35,35,35,D+,"1123 DAC",21,499.52,367,749,94,-10,-10,272,245,28,57,8,,5,27,26,45,1,1,.236,.306,.339,0.646,9%,0.81,0.58,27%,57,76,40,55%,17%,27%,.234,45%,3.3,-4.6,53
7079,641779,"Leblanc, Charles",28,R,ATL,NL,2B,4,4,4,4,F,"0000 AFF",0,,,,,-19,-19,34,30,2,5,1,0,0,2,3,11,0,0,.194,.242,.313,0.555,9%,0.61,0.27,26%,36,92,30,44%,20%,36%,.160,15%,1.5,-2.4,
8025,686797,"Lee, Brooks",24,B,MIN,AL,2B,654,654,6,6,D+,"1225 ACA",50,405.87,229,537,25,-1,-1,510,474,49,112,24,2,6,66,35,87,6,2,.237,.289,.338,0.626,6%,0.82,0.40,28%,64,75,61,41%,20%,38%,.236,45%,3.2,-9.9,57
7899,808982,"Lee, Jung Hoo",26,L,SF,NL,CF,8o,8o,8o,8o,A,"1255 FBF",65,234.46,76,344,125,12,12,578,539,69,152,33,7,6,68,38,49,8,5,.283,.329,.407,0.736,6%,0.91,0.78,30%,70,105,76,47%,19%,34%,.278,60%,4.6,6.9,235
6804,686676,"Lee, Korey",26,R,CWS,AL,C,20,2,2,2,D+,"2103 AAB",18,495.50,286,748,,-12,-12,306,292,26,61,11,0,7,26,13,95,2,2,.212,.243,.332,0.574,4%,0.67,0.14,28%,80,80,51,49%,15%,36%,.198,25%,2.4,-10.5,
6632,694175,"Leon, Pedro",26,R,HOU,AL,OF,9o,o,o,o,F,"2200 AFF",0,455.03,565,748,,-18,-18,34,32,3,7,1,0,1,3,1,12,1,0,.231,.242,.373,0.616,3%,0.62,0.08,32%,94,98,77,44%,20%,36%,.199,15%,2.9,-1.2,
6586,668904,"Lewis, Royce",25,R,MIN,AL,3B,50,50,50,50,C+,"4045 FCF",65,115.25,25,175,341,16,16,510,467,70,127,23,,30,78,42,123,1,2,.273,.332,.517,0.849,8%,0.74,0.34,31%,149,72,26,36%,19%,45%,.261,30%,5.9,22.9,192
4528,596019,"Lindor, Francisco",31,B,NYM,NL,SS,6,6,6,6,D+,"4345 AAA",80,14.78,7,23,,29,29,646,587,100,158,32,1,30,92,58,125,25,3,.270,.335,.484,0.819,8%,0.79,0.46,30%,126,82,86,36%,21%,43%,.268,45%,5.8,26.3,214
7973,702358,"Lipscomb, Trey",24,R,WSH,NL,3B,5,5,5,5,D,"0210 ACC",0,455.74,530,742,,-17,-17,68,64,6,15,2,,0,6,3,14,2,1,.237,.269,.295,0.564,4%,0.78,0.21,30%,27,90,78,61%,17%,23%,.220,35%,2.3,-3.6,
8006,682988,"Locklear, Tyler",24,R,SEA,AL,1B,3,3,3,3,D,"3403 ACA",30,489.61,433,748,,-8,-8,374,352,46,74,17,2,9,36,21,121,2,,.212,.255,.356,0.611,5%,0.66,0.17,29%,102,98,101,40%,15%,44%,.199,25%,2.9,-16.3,
8111,663604,"Lockridge, Brandon",27,R,SD,NL,CF,o,8,8,8,F,"0300 AFF",0,454.98,591,743,,-18,-18,34,30,3,7,1,0,0,2,3,10,2,0,.236,.303,.291,0.594,9%,0.65,0.30,35%,34,94,97,44%,20%,36%,.175,15%,3.1,-1.0,
7305,679845,"Loftin, Nick",26,R,KC,AL,3B,453,45,45,4,D,"0101 AAB",2,452.82,694,745,,-16,-16,102,93,9,21,3,,0,9,8,16,1,1,.232,.287,.286,0.573,7%,0.82,0.50,27%,27,89,51,49%,17%,34%,.209,40%,2.4,-5.1,
7968,694388,"Loperfido, Joey",25,L,TOR,AL,OF,o789,o789,o78,o7,C+,"1201 ABB",4,490.25,330,719,,-15,-15,102,95,10,21,4,0,1,10,6,35,2,0,.231,.267,.356,0.624,5%,0.62,0.17,34%,65,76,64,40%,30%,30%,.208,20%,2.7,-3.9,
6831,672640,"Lopez, Otto",26,R,MIA,NL,2B,465,4,4,4,B,"1445 CBF",70,347.59,252,442,82,4,4,476,447,53,116,22,2,7,40,28,87,17,5,.261,.303,.375,0.678,5%,0.80,0.32,31%,69,110,104,54%,21%,25%,.264,45%,3.8,-1.1,85
5948,664040,"Lowe, Brandon",30,L,TB,AL,2B,403,403,40,40,B,"4245 FAB",75,223.73,133,325,168,9,9,476,429,66,103,19,3,26,69,46,122,5,1,.242,.314,.485,0.799,9%,0.71,0.38,27%,150,89,79,37%,20%,43%,.258,40%,5.1,14.9,192
6853,666139,"Lowe, Josh",27,L,TB,AL,RF,o970,o97,o9,o9,C+,"4415 BAF",70,160.04,88,213,52,11,11,476,439,55,109,25,2,14,59,36,151,31,1,.251,.305,.421,0.727,7%,0.65,0.24,35%,122,88,111,37%,22%,41%,.223,25%,4.6,8.4,10
6066,663993,"Lowe, Nathaniel",29,L,WSH,NL,1B,3,3,3,3,B+,"2335 AAB",65,254.36,148,356,24,10,10,578,510,70,137,22,1,14,72,68,126,1,,.270,.355,.407,0.762,11%,0.75,0.54,33%,84,81,82,48%,23%,29%,.248,40%,4.9,8.3,64
6762,682617,"Luciano, Marco",23,R,SF,NL,2B,460,4,4,4,D,"1201 ACB",4,481.27,347,750,16,-15,-15,170,151,17,32,5,0,2,13,18,57,1,1,.218,.296,.313,0.609,10%,0.62,0.32,33%,62,93,60,36%,23%,41%,.182,15%,2.7,-5.8,
7221,664770,"Lukes, Nathan",30,L,TOR,AL,OF,o79,o7,o,o,F,"0001 AFF",1,464.70,468,750,,-15,-15,136,127,10,30,3,,2,11,8,30,1,1,.237,.281,.319,0.600,5%,0.76,0.27,29%,46,78,36,44%,20%,36%,.211,30%,2.8,-4.7,
6255,666158,"Lux, Gavin",27,L,CIN,NL,2B,4,4,4,4,B,"3343 FAB",39,366.73,190,582,187,7,7,442,397,67,106,20,3,13,53,44,96,5,1,.269,.340,.441,0.781,9%,0.76,0.46,32%,103,104,84,48%,21%,31%,.261,45%,5.1,13.9,139
4173,592518,"Machado, Manny",32,R,SD,NL,3B,50,50,50,50,D+,"4145 AAC",70,35.39,19,87,15,26,26,646,593,85,164,29,,31,106,52,120,9,2,.277,.335,.487,0.822,8%,0.80,0.43,30%,120,67,59,41%,18%,41%,.266,40%,5.7,26.0,189
7050,676632,"Madris, Bligh",29,L,DET,AL,1B,3,3,3,3,F,"1300 AFF",0,,,,,-18,-18,68,62,5,10,2,0,1,6,5,23,2,1,.162,.224,.299,0.522,7%,0.62,0.22,24%,65,89,88,44%,20%,36%,.185,30%,1.6,-5.7,
7225,669234,"Malloy, Justyn-Henry",25,R,DET,AL,OF,0o7,0o7,0o7,0o7,D,"4103 AAB",24,496.27,418,750,,-5,-5,442,385,43,84,18,1,15,43,56,145,2,1,.219,.318,.393,0.710,12%,0.62,0.39,31%,128,78,54,37%,18%,45%,.207,20%,4.0,-0.5,7
7389,700932,"Manzardo, Kyle",24,L,CLE,AL,DH,03,0,0,0,B,"4135 ABC",65,387.68,237,507,,1,1,476,426,53,98,28,1,21,53,49,112,2,2,.231,.309,.456,0.765,10%,0.74,0.44,26%,142,81,44,29%,19%,53%,.251,45%,4.5,-1.0,196
6554,665561,"Marchan, Rafael",26,B,PHI,NL,C,2,2,2,2,F,"0000 AFF",0,466.62,363,750,212,-19,-19,34,30,2,5,0,,0,1,3,8,,,.190,.242,.229,0.471,9%,0.72,0.38,23%,,99,,44%,20%,36%,.167,25%,1.2,-2.3,
5159,622534,"Margot, Manuel",30,R,MIL,NL,OF,o7980,o798,o798,o798,D,"0200 DBA",0,452.55,603,733,114,-16,-16,68,63,7,15,3,0,0,6,4,11,1,0,.253,.284,.360,0.643,5%,0.82,0.36,29%,39,88,76,43%,19%,37%,.219,30%,2.8,-2.3,3
7245,687799,"Marlowe, Cade",27,L,SEA,AL,OF,o,o,o,o,F,"0400 AFF",0,,,,,-18,-18,34,31,3,5,0,0,0,2,2,15,2,0,.173,.212,.262,0.474,6%,0.50,0.13,31%,,99,111,44%,20%,36%,.120,10%,1.3,-2.8,
7927,805300,"Marsee, Jakob",23,L,MIA,NL,OF,o,o,o,o,F,"1501 AFF",7,454.66,559,742,,-12,-12,204,176,27,32,5,1,3,14,27,53,15,2,.182,.291,.282,0.573,13%,0.69,0.51,24%,62,109,130,44%,20%,36%,.206,45%,2.8,-7.3,
6274,669016,"Marsh, Brandon",27,L,PHI,NL,LF,o789,o78,o78,o78,C+,"4413 BAD",36,321.24,224,388,38,5,5,442,396,52,96,17,3,14,53,45,147,17,2,.243,.320,.417,0.736,10%,0.63,0.31,35%,122,100,104,40%,23%,37%,.220,20%,4.5,5.9,3
4988,606466,"Marte, Ketel",31,B,ARI,NL,2B,40,40,40,40,C,"4255 CAD",80,29.00,16,52,28,24,24,578,510,88,143,26,2,31,88,68,102,6,0,.282,.365,.528,0.893,11%,0.80,0.67,30%,137,80,73,46%,18%,36%,.287,55%,6.8,42.0,282
7286,682622,"Marte, Noelvi",23,R,CIN,NL,3B,50,5,5,5,D+,"1211 ADF",5,363.01,127,579,,-9,-9,204,193,20,49,7,0,5,19,10,50,7,1,.254,.291,.382,0.672,4%,0.74,0.20,32%,75,77,75,45%,20%,36%,.230,25%,3.8,-2.4,
3977,516782,"Marte, Starling",36,R,NYM,NL,DH,9o0,9o,9o,9o,C,"1433 FAD",33,398.09,254,600,154,-1,-1,306,284,37,77,11,2,4,32,21,66,13,2,.272,.321,.374,0.696,6%,0.77,0.32,34%,62,107,112,52%,24%,24%,.253,35%,4.3,-2.8,14
6474,668885,"Martin, Austin",25,R,MIN,AL,OF,o784,o784,o78,o78,D,"1323 ABB",27,457.38,573,749,14,-8,-8,306,276,36,66,14,1,1,19,29,59,12,4,.240,.311,.317,0.628,9%,0.78,0.49,30%,53,102,94,43%,26%,31%,.243,45%,3.3,-6.5,25
6752,682657,"Martinez, Angel",23,B,CLE,AL,2B,o879,o87,o8,o8,D,"1111 BBA",4,467.57,427,748,43,-10,-10,238,219,24,53,10,1,4,21,18,47,3,3,.243,.300,.361,0.660,7%,0.78,0.38,29%,71,89,54,43%,16%,41%,.223,30%,3.4,-3.3,50
3869,502110,"Martinez, J.D.",37,R,NYM,NL,DH,0,0,0,0,D+,"4023 BAD",27,509.65,323,748,32,-2,-2,340,309,37,76,19,0,14,52,30,98,,,.249,.313,.454,0.767,8%,0.68,0.31,31%,140,65,,37%,21%,41%,.240,30%,4.7,0.7,85
7190,682619,"Martinez, Orelvis",23,R,TOR,AL,3B,5,5,5,5,D+,"2001 ABB",3,495.65,340,733,,-15,-15,136,127,13,26,5,,4,16,8,41,0,0,.208,.252,.349,0.601,5%,0.67,0.20,27%,95,79,39,36%,18%,46%,.200,25%,2.7,-5.7,
7065,686681,"Massey, Michael",26,L,KC,AL,2B,40,40,4,4,B,"3235 CAB",65,385.52,250,522,71,4,4,510,485,56,118,25,2,17,62,24,102,5,1,.245,.279,.418,0.697,4%,0.79,0.24,28%,101,72,65,35%,21%,44%,.250,40%,3.9,-0.8,107
5826,622761,"Mateo, Jorge",29,R,BAL,AL,2B,46,4,4,4,C,"2511 CBA",9,494.61,364,750,62,-11,-11,136,129,19,29,7,1,2,13,6,35,10,2,.228,.259,.368,0.627,4%,0.73,0.17,29%,83,111,150,44%,19%,38%,.227,30%,3.0,-3.5,3
6763,682641,"Matos, Luis",23,R,SF,NL,OF,o987,o98,o98,o9,D+,"1211 ABC",5,493.22,383,750,,-15,-15,102,95,9,22,4,,2,10,6,14,1,0,.237,.277,.362,0.640,5%,0.85,0.43,25%,63,89,63,45%,15%,41%,.232,50%,3.2,-2.5,114
6562,677595,"Mauricio, Ronny",23,B,NYM,NL,SS,6,6,6,6,C,"1223 FDB",24,478.52,289,737,171,-7,-7,306,293,30,69,14,0,6,30,12,75,8,4,.236,.266,.355,0.621,3%,0.74,0.16,30%,76,72,61,48%,23%,29%,.243,35%,3.0,-11.1,
7326,691785,"Mayer, Marcelo",22,L,BOS,AL,SS,6,6,6,6,F,"3231 AFF",9,501.73,244,746,,-10,-10,170,158,23,41,13,,3,14,11,37,4,1,.264,.308,.407,0.714,6%,0.76,0.30,32%,103,82,78,44%,20%,36%,.253,35%,4.3,0.2,96
7852,691723,"Mayo, Coby",23,R,BAL,AL,1B,5,5,3,3,D+,"4001 ABF",5,391.68,226,526,,-11,-11,204,186,22,41,10,0,7,23,17,64,1,1,.226,.286,.409,0.695,8%,0.66,0.27,30%,124,70,38,35%,19%,45%,.216,25%,3.6,-4.6,7
6837,664983,"McCarthy, Jake",27,L,ARI,NL,CF,o987,o987,o987,o987,C+,"1535 AAC",70,223.40,97,330,,14,14,544,508,69,136,17,7,7,53,35,105,31,7,.269,.315,.380,0.695,6%,0.79,0.33,33%,61,128,138,51%,20%,29%,.248,30%,4.2,,67
6595,676801,"McCormick, Chas",29,R,HOU,AL,LF,o798,o798,o79,o79,C,"2303 BBF",24,432.59,288,609,54,3,3,442,409,56,95,12,1,13,53,32,122,12,3,.235,.288,.373,0.661,7%,0.70,0.26,30%,85,94,86,42%,20%,38%,.219,30%,3.5,-6.7,
7824,669200,"McCoy, Mason",29,R,SD,NL,SS,6,6,6,6,F,"0200 AFF",0,,,,11,-19,-19,34,32,2,5,1,0,0,2,1,11,1,0,.185,.182,.268,0.449,3%,0.63,0.09,24%,32,92,76,44%,20%,36%,.170,20%,1.1,-3.3,
8069,687529,"McCray, Grant",24,L,SF,NL,OF,8o,8o,8o,8o,D,"3401 ACF",8,468.62,557,747,,-13,-13,204,190,22,38,9,2,5,18,13,73,5,1,.203,.251,.368,0.619,6%,0.61,0.18,29%,115,103,105,48%,17%,34%,.209,25%,2.8,-7.3,
2567,457705,"McCutchen, Andrew",38,R,PIT,NL,DH,0,0,0,0,D+,"2115 CAC",45,498.46,402,747,65,-1,-1,510,446,57,103,20,,15,49,63,122,2,1,.231,.326,.383,0.709,12%,0.73,0.52,28%,97,78,54,42%,19%,40%,.230,40%,4.1,-7.4,64
6392,656716,"McKinstry, Zach",29,L,DET,AL,SS,65o479,65o479,65o47,65o,D+,"1411 ABA",7,509.51,312,749,9,-13,-13,170,157,18,35,7,1,3,12,12,37,6,1,.224,.278,.351,0.629,7%,0.76,0.32,27%,75,103,107,35%,23%,42%,.229,40%,3.2,-5.0,46
7175,680574,"McLain, Matt",25,R,CIN,NL,2B,4,4,4,4,C+,"4425 FDF",75,91.02,37,176,207,10,10,510,461,67,115,26,4,15,60,48,159,19,7,.251,.320,.427,0.747,9%,0.65,0.30,35%,127,120,114,39%,24%,37%,.233,25%,4.5,8.5,71
5423,641857,"McMahon, Ryan",30,L,COL,NL,3B,5,5,5,5,B,"3025 AAA",50,277.18,166,359,,5,5,578,514,65,123,25,0,20,62,63,170,3,4,.240,.322,.411,0.734,10%,0.67,0.37,32%,119,67,33,46%,21%,33%,.233,30%,4.3,1.5,25
5936,643446,"McNeil, Jeff",32,L,NYM,NL,2B,4o97,4o97,4o9,4o,B,"2233 BAC",30,405.73,243,533,12,-0,-0,408,377,50,99,24,0,8,41,30,61,3,0,.263,.317,.401,0.718,7%,0.84,0.49,30%,82,80,66,41%,19%,40%,.253,45%,4.3,4.5,150
7197,678554,"Mead, Curtis",24,R,TB,AL,3B,45,45,4,4,D,"1121 AAB",5,483.86,341,749,,-15,-15,102,95,11,23,5,0,1,8,6,21,1,1,.245,.287,.350,0.637,5%,0.77,0.29,30%,62,84,58,38%,25%,37%,.236,35%,3.1,-3.2,
6794,678009,"Meadows, Parker",25,L,DET,AL,CF,8o,8o,8o,8o,B,"3425 AAA",70,192.43,77,366,27,7,7,510,467,62,118,21,6,14,45,42,116,18,6,.253,.314,.422,0.736,8%,0.75,0.36,31%,100,117,113,38%,20%,42%,.238,35%,4.4,3.3,121
7809,685133,"Meckler, Wade",24,L,SF,NL,OF,o,o,o,o,F,"1210 AFF",0,453.08,555,750,,-17,-17,68,62,7,15,2,0,1,6,5,11,0,0,.252,.298,.379,0.677,7%,0.81,0.45,28%,50,92,61,44%,20%,36%,.226,40%,3.2,-1.5,35
8179,805367,"Meidroth, Chase",23,R,CWS,AL,SS,6,6,6,6,F,"0111 AFF",3,495.09,336,748,,-15,-15,136,117,15,28,4,0,1,10,18,20,2,1,.241,.341,.323,0.663,13%,0.82,0.90,28%,40,88,56,44%,20%,36%,.225,55%,3.4,-2.8,57
8124,699471,"Melendez, Ivan",25,R,ARI,NL,1B,3,3,3,3,F,"1201 AFF",4,,,,,-18,-18,102,96,9,18,1,0,3,7,5,37,0,0,.189,.228,.311,0.538,4%,0.61,0.14,27%,72,95,63,44%,20%,36%,.181,25%,2.1,-7.0,
6806,669004,"Melendez, MJ",26,L,KC,AL,LF,o70,o7,o7,o7,C,"3125 AAB",55,411.01,237,544,14,-2,-2,476,431,52,95,23,3,16,50,44,122,4,4,.221,.293,.405,0.698,9%,0.72,0.36,27%,119,88,51,39%,19%,42%,.238,40%,3.7,-4.3,103
8157,689200,"Melton, Jacob",24,L,HOU,AL,OF,o,o,o,o,F,"1300 AFF",0,497.55,354,730,,-17,-17,68,64,6,13,2,0,1,6,3,19,3,0,.212,.239,.341,0.580,4%,0.69,0.16,27%,57,87,94,44%,20%,36%,.202,25%,2.3,-3.4,
6260,664901,"Mendick, Danny",31,R,CWS,AL,3B,54,54,5,5,F,"3010 AFF",0,,,,124,-18,-18,68,64,6,12,3,,2,7,3,20,0,2,.191,.224,.357,0.581,4%,0.69,0.15,24%,101,81,36,44%,20%,36%,.225,40%,1.9,-4.8,
7086,608841,"Meneses, Joey",32,R,NYM,NL,1B,30,30,30,30,F,"2000 AFF",0,452.14,612,747,,-19,-19,34,31,2,5,1,,1,3,2,8,,,.191,.212,.333,0.545,6%,0.74,0.25,18%,81,102,,44%,20%,36%,.218,40%,1.9,-2.5,14
7890,701538,"Merrill, Jackson",21,L,SD,NL,CF,8o,8o,8o,8o,D+,"4355 AAD",85,26.89,11,52,,26,26,646,607,79,171,37,7,27,94,38,102,15,3,.282,.324,.505,0.829,5%,0.83,0.37,30%,123,97,94,34%,24%,42%,.285,45%,5.8,27.6,264
7183,670223,"Mervis, Matt",26,L,MIA,NL,1B,3,3,3,3,F,"3103 AFF",21,486.56,390,747,,-12,-12,374,344,30,66,13,,12,37,29,136,3,2,.192,.255,.341,0.596,7%,0.60,0.21,28%,111,61,41,44%,20%,36%,.202,25%,2.6,-18.9,
6813,676694,"Meyers, Jake",28,R,HOU,AL,CF,o8,o8,o8,o8,D+,"2215 BAA",50,453.30,284,585,82,2,2,578,538,63,121,24,2,13,64,39,147,11,2,.225,.277,.358,0.635,6%,0.73,0.27,29%,85,86,78,45%,19%,37%,.230,35%,3.2,-15.4,
7820,686452,"Millas, Drew",27,B,WSH,NL,C,2,2,2,2,F,"1331 AFF",8,453.99,636,750,,-11,-11,204,193,18,47,8,1,5,20,10,35,6,0,.244,.281,.387,0.668,4%,0.82,0.29,27%,76,91,93,44%,20%,36%,.251,45%,3.7,0.6,92
6852,669304,"Miranda, Jose",26,R,MIN,AL,1B,503,503,50,50,B,"2033 DBF",24,375.30,238,461,97,-8,-8,272,258,26,66,14,1,7,28,13,46,0,1,.258,.291,.416,0.708,4%,0.82,0.28,29%,87,87,30,40%,20%,40%,.252,40%,3.9,-3.4,125
7254,670224,"Misner, Kameron",27,L,TB,AL,LF,o,7,7,7,F,"1300 AFF",0,,,,,-17,-17,68,61,6,11,2,0,1,4,6,26,2,0,.191,.254,.326,0.580,8%,0.56,0.23,29%,73,90,89,44%,20%,36%,.172,20%,2.2,-3.6,
6777,668751,"Mitchell, Cal",26,L,SD,NL,OF,o,o,o,o,F,"2100 AFF",0,,,,,-18,-18,34,31,3,6,1,0,1,3,2,9,0,0,.216,.242,.365,0.608,6%,0.71,0.22,24%,85,90,48,44%,20%,36%,.220,35%,2.5,-1.5,
6774,669003,"Mitchell, Garrett",26,L,MIL,NL,CF,o890,o89,o89,o89,C+,"2415 FDC",60,252.52,185,326,259,7,7,544,494,65,117,19,4,13,51,49,169,25,7,.238,.306,.378,0.683,9%,0.66,0.29,33%,96,105,107,46%,23%,31%,.224,25%,3.8,-5.2,
7257,655316,"Monasterio, Andruw",27,R,MIL,NL,3B,54,54,54,54,F,"1301 AFF",5,,,,,-10,-10,238,209,25,45,8,,3,28,28,65,10,3,.216,.308,.304,0.612,11%,0.69,0.43,30%,63,89,86,39%,19%,41%,.193,30%,3.0,-7.4,
5210,660162,"Moncada, Yoan",29,B,LAA,AL,3B,5,5,5,5,D+,"2015 FDB",40,478.07,280,725,287,-8,-8,476,430,44,95,23,1,8,42,45,148,1,1,.222,.295,.343,0.638,9%,0.65,0.30,32%,92,74,38,45%,24%,31%,.220,30%,3.2,-12.7,
6557,666160,"Moniak, Mickey",26,L,LAA,AL,CF,o89,o89,o89,o8,C,"3213 CBD",27,501.69,379,733,108,0,0,442,421,49,97,18,2,17,51,20,132,7,5,.231,.265,.413,0.678,4%,0.69,0.15,29%,117,86,65,34%,21%,45%,.226,25%,3.4,-9.6,17
6312,660707,"Montero, Elehuris",26,R,COL,NL,DH,30,30,3,3,D,"3001 AAC",4,453.26,564,743,,-11,-11,204,191,21,44,8,0,7,24,12,59,,,.234,.276,.411,0.687,5%,0.69,0.20,30%,104,85,,38%,17%,45%,.211,25%,3.5,-6.4,
8187,695657,"Montgomery, Colson",23,L,CWS,AL,SS,6,6,6,6,F,"2203 AFF",21,478.59,315,666,,-16,-16,272,247,23,44,9,1,7,22,24,91,3,1,.181,.251,.313,0.564,8%,0.63,0.26,25%,97,89,74,44%,20%,36%,.205,30%,2.4,-14.5,
